GRAMS	Dust Mass(Msun)	Max C2H2 log(n/cm2)
6333	1.75240E-03	19.79
6334	1.16827E-03	19.62
6335	1.16827E-04	18.62
6336	1.16827E-05	17.62
6337	1.16827E-06	16.62
6338	2.33653E-03	19.92
6339	2.33653E-04	18.92
6340	2.33653E-05	17.92
6341	2.33653E-06	16.92
6342	3.50480E-04	19.09
6343	4.67306E-04	19.22
6344	4.67306E-05	18.22
6345	4.67306E-06	17.22
6346	5.84133E-04	19.31
6347	7.00960E-04	19.39
6348	7.00960E-05	18.39
6349	7.00960E-06	17.39
6350	8.17786E-04	19.46
6351	9.34613E-04	19.52
6352	9.34613E-05	18.52
6353	9.34613E-06	17.52
6354	1.05144E-03	19.57
6355	4.24037E-03	19.79
6356	2.82692E-03	19.62
6357	2.82692E-04	18.62
6358	2.82692E-05	17.62
6359	2.82692E-06	16.62
6360	7.06729E-03	20.01
6361	5.65383E-03	19.92
6362	5.65383E-04	18.92
6363	5.65383E-05	17.92
6364	5.65383E-06	16.92
6365	9.89420E-03	20.16
6366	8.48075E-03	20.09
6367	8.48075E-04	19.09
6368	1.13077E-02	20.22
6369	1.13077E-03	19.22
6370	1.13077E-04	18.22
6371	1.13077E-05	17.22
6372	1.41346E-03	19.31
6373	1.69615E-03	19.39
6374	1.69615E-04	18.39
6375	1.69615E-05	17.39
6376	1.97884E-03	19.46
6377	2.26153E-03	19.52
6378	2.26153E-04	18.52
6379	2.26153E-05	17.52
6380	2.54422E-03	19.57
6381	1.24615E-02	19.79
6382	8.30767E-03	19.62
6383	8.30767E-04	18.62
6384	8.30767E-05	17.62
6385	8.30767E-06	16.62
6386	2.07692E-02	20.01
6387	1.66153E-02	19.92
6388	1.66153E-03	18.92
6389	1.66153E-04	17.92
6390	1.66153E-05	16.92
6391	2.90768E-02	20.16
6392	2.49230E-02	20.09
6393	2.49230E-03	19.09
6394	3.32307E-02	20.22
6395	3.32307E-03	19.22
6396	3.32307E-04	18.22
6397	3.32307E-05	17.22
6398	4.15383E-03	19.31
6399	4.98460E-03	19.39
6400	4.98460E-04	18.39
6401	4.98460E-05	17.39
6402	5.81537E-03	19.46
6403	6.64614E-03	19.52
6404	6.64614E-04	18.52
6405	6.64614E-05	17.52
6406	7.47690E-03	19.57
6407	2.05731E-07	16.62
6408	4.11462E-07	16.92
6409	8.22923E-07	17.22
6410	1.23438E-06	17.39
6411	8.22923E-05	18.62
6412	8.22923E-06	17.62
6413	8.22923E-07	16.62
6414	1.64585E-04	18.92
6415	1.64585E-05	17.92
6416	1.64585E-06	16.92
6417	2.46877E-04	19.09
6418	3.29169E-04	19.22
6419	3.29169E-05	18.22
6420	3.29169E-06	17.22
6421	4.11462E-04	19.31
6422	4.93754E-04	19.39
6423	4.93754E-05	18.39
6424	4.93754E-06	17.39
6425	5.76046E-04	19.46
6426	6.58339E-04	19.52
6427	6.58338E-05	18.52
6428	6.58338E-06	17.52
6429	2.77737E-03	19.79
6430	1.85158E-03	19.62
6431	1.85158E-04	18.62
6432	1.85158E-05	17.62
6433	1.85158E-06	16.62
6434	3.70315E-03	19.92
6435	3.70315E-04	18.92
6436	3.70315E-05	17.92
6437	3.70315E-06	16.92
6438	5.55473E-04	19.09
6439	7.40631E-04	19.22
6440	7.40631E-05	18.22
6441	7.40631E-06	17.22
6442	9.25788E-04	19.31
6443	1.11095E-03	19.39
6444	1.11095E-04	18.39
6445	1.11095E-05	17.39
6446	1.29610E-03	19.46
6447	1.48126E-03	19.52
6448	1.48126E-04	18.52
6449	1.48126E-05	17.52
6450	1.66642E-03	19.57
6451	6.72054E-03	19.79
6452	4.48036E-03	19.62
6453	4.48036E-04	18.62
6454	4.48036E-05	17.62
6455	4.48036E-06	16.62
6456	1.12009E-02	20.01
6457	8.96072E-03	19.92
6458	8.96072E-04	18.92
6459	8.96072E-05	17.92
6460	8.96072E-06	16.92
6461	1.56813E-02	20.16
6462	1.34411E-02	20.09
6463	1.34411E-03	19.09
6464	1.79214E-02	20.22
6465	1.79214E-03	19.22
6466	1.79214E-04	18.22
6467	1.79214E-05	17.22
6468	2.24018E-03	19.31
6469	2.68822E-03	19.39
6470	2.68822E-04	18.39
6471	2.68822E-05	17.39
6472	3.13625E-03	19.46
6473	3.58429E-03	19.52
6474	3.58429E-04	18.52
6475	3.58429E-05	17.52
6476	4.03232E-03	19.57
6477	1.97502E-02	19.79
6478	1.31668E-02	19.62
6479	1.31668E-03	18.62
6480	1.31668E-04	17.62
6481	1.31668E-05	16.62
6482	3.29169E-02	20.01
6483	2.63335E-02	19.92
6484	2.63335E-03	18.92
6485	2.63335E-04	17.92
6486	2.63335E-05	16.92
6487	4.60837E-02	20.16
6488	3.95003E-02	20.09
6489	3.95003E-03	19.09
6490	5.26671E-02	20.22
6491	5.26671E-03	19.22
6492	5.26671E-04	18.22
6493	5.26671E-05	17.22
6494	6.58339E-03	19.31
6495	7.90006E-03	19.39
6496	7.90006E-04	18.39
6497	7.90006E-05	17.39
6498	9.21674E-03	19.46
6499	1.05334E-02	19.52
6500	1.05334E-03	18.52
6501	1.05334E-04	17.52
6502	1.18501E-02	19.57
6503	2.05731E-07	16.62
6504	4.11462E-07	16.92
6505	8.22923E-07	17.22
6506	1.23438E-06	17.39
6507	1.64585E-06	17.52
6508	8.22923E-05	18.62
6509	8.22923E-06	17.62
6510	8.22923E-07	16.62
6511	1.64585E-04	18.92
6512	1.64585E-05	17.92
6513	1.64585E-06	16.92
6514	2.46877E-04	19.09
6515	3.29169E-04	19.22
6516	3.29169E-05	18.22
6517	3.29169E-06	17.22
6518	4.11462E-04	19.31
6519	4.93754E-04	19.39
6520	4.93754E-05	18.39
6521	4.93754E-06	17.39
6522	5.76046E-04	19.46
6523	6.58339E-04	19.52
6524	6.58338E-05	18.52
6525	6.58338E-06	17.52
6526	2.77737E-03	19.79
6527	1.85158E-03	19.62
6528	1.85158E-04	18.62
6529	1.85158E-05	17.62
6530	1.85158E-06	16.62
6531	3.70315E-03	19.92
6532	3.70315E-04	18.92
6533	3.70315E-05	17.92
6534	3.70315E-06	16.92
6535	5.55473E-04	19.09
6536	7.40631E-04	19.22
6537	7.40631E-05	18.22
6538	7.40631E-06	17.22
6539	9.25788E-04	19.31
6540	1.11095E-03	19.39
6541	1.11095E-04	18.39
6542	1.11095E-05	17.39
6543	1.29610E-03	19.46
6544	1.48126E-03	19.52
6545	1.48126E-04	18.52
6546	1.48126E-05	17.52
6547	1.66642E-03	19.57
6548	6.72054E-03	19.79
6549	4.48036E-03	19.62
6550	4.48036E-04	18.62
6551	4.48036E-05	17.62
6552	4.48036E-06	16.62
6553	1.12009E-02	20.01
6554	8.96072E-03	19.92
6555	8.96072E-04	18.92
6556	8.96072E-05	17.92
6557	8.96072E-06	16.92
6558	1.56813E-02	20.16
6559	1.34411E-02	20.09
6560	1.34411E-03	19.09
6561	1.79214E-02	20.22
6562	1.79214E-03	19.22
6563	1.79214E-04	18.22
6564	1.79214E-05	17.22
6565	2.24018E-03	19.31
6566	2.68822E-03	19.39
6567	2.68822E-04	18.39
6568	2.68822E-05	17.39
6569	3.13625E-03	19.46
6570	3.58429E-03	19.52
6571	3.58429E-04	18.52
6572	3.58429E-05	17.52
6573	4.03232E-03	19.57
6574	1.97502E-02	19.79
6575	1.31668E-02	19.62
6576	1.31668E-03	18.62
6577	1.31668E-04	17.62
6578	1.31668E-05	16.62
6579	3.29169E-02	20.01
6580	2.63335E-02	19.92
6581	2.63335E-03	18.92
6582	2.63335E-04	17.92
6583	2.63335E-05	16.92
6584	4.60837E-02	20.16
6585	3.95003E-02	20.09
6586	3.95003E-03	19.09
6587	5.26671E-02	20.22
6588	5.26671E-03	19.22
6589	5.26671E-04	18.22
6590	5.26671E-05	17.22
6591	6.58339E-03	19.31
6592	7.90006E-03	19.39
6593	7.90006E-04	18.39
6594	7.90006E-05	17.39
6595	9.21674E-03	19.46
6596	1.05334E-02	19.52
6597	1.05334E-03	18.52
6598	1.05334E-04	17.52
6599	1.18501E-02	19.57
6600	3.26061E-07	16.62
6601	6.52122E-07	16.92
6602	1.30424E-06	17.22
6603	1.95637E-06	17.39
6604	2.60849E-06	17.52
6605	1.30424E-04	18.62
6606	1.30424E-05	17.62
6607	1.30424E-06	16.62
6608	2.60849E-04	18.92
6609	2.60849E-05	17.92
6610	2.60849E-06	16.92
6611	3.91274E-04	19.09
6612	5.21698E-04	19.22
6613	5.21698E-05	18.22
6614	5.21698E-06	17.22
6615	6.52123E-04	19.31
6616	7.82547E-04	19.39
6617	7.82547E-05	18.39
6618	7.82547E-06	17.39
6619	9.12972E-04	19.46
6620	1.04340E-03	19.52
6621	1.04340E-04	18.52
6622	1.04340E-05	17.52
6623	4.40183E-03	19.79
6624	2.93455E-03	19.62
6625	2.93455E-04	18.62
6626	2.93455E-05	17.62
6627	2.93455E-06	16.62
6628	5.86910E-03	19.92
6629	5.86910E-04	18.92
6630	5.86910E-05	17.92
6631	5.86910E-06	16.92
6632	8.80366E-04	19.09
6633	1.17382E-03	19.22
6634	1.17382E-04	18.22
6635	1.17382E-05	17.22
6636	1.46728E-03	19.31
6637	1.76073E-03	19.39
6638	1.76073E-04	18.39
6639	1.76073E-05	17.39
6640	2.05419E-03	19.46
6641	2.34764E-03	19.52
6642	2.34764E-04	18.52
6643	2.34764E-05	17.52
6644	2.64110E-03	19.57
6645	1.06513E-02	19.79
6646	7.10089E-03	19.62
6647	7.10089E-04	18.62
6648	7.10089E-05	17.62
6649	7.10089E-06	16.62
6650	1.77522E-02	20.01
6651	1.42018E-02	19.92
6652	1.42018E-03	18.92
6653	1.42018E-04	17.92
6654	1.42018E-05	16.92
6655	2.48531E-02	20.16
6656	2.13027E-02	20.09
6657	2.13027E-03	19.09
6658	2.84036E-02	20.22
6659	2.84036E-03	19.22
6660	2.84036E-04	18.22
6661	2.84036E-05	17.22
6662	3.55045E-03	19.31
6663	4.26053E-03	19.39
6664	4.26053E-04	18.39
6665	4.26053E-05	17.39
6666	4.97062E-03	19.46
6667	5.68071E-03	19.52
6668	5.68071E-04	18.52
6669	5.68071E-05	17.52
6670	6.39080E-03	19.57
6671	3.13019E-02	19.79
6672	2.08679E-02	19.62
6673	2.08679E-03	18.62
6674	2.08679E-04	17.62
6675	2.08679E-05	16.62
6676	5.21698E-02	20.01
6677	4.17358E-02	19.92
6678	4.17358E-03	18.92
6679	4.17358E-04	17.92
6680	4.17358E-05	16.92
6681	7.30377E-02	20.16
6682	6.26038E-02	20.09
6683	6.26038E-03	19.09
6684	8.34717E-02	20.22
6685	8.34717E-03	19.22
6686	8.34717E-04	18.22
6687	8.34717E-05	17.22
6688	1.04340E-02	19.31
6689	1.25208E-02	19.39
6690	1.25208E-03	18.39
6691	1.25208E-04	17.39
6692	1.46075E-02	19.46
6693	1.66943E-02	19.52
6694	1.66943E-03	18.52
6695	1.66943E-04	17.52
6696	1.87811E-02	19.57
6697	2.06709E-05	18.62
6698	2.06709E-06	17.62
6699	2.06709E-07	16.62
6700	4.13418E-05	18.92
6701	4.13418E-06	17.92
6702	4.13418E-07	16.92
6703	6.20127E-05	19.09
6704	8.26836E-05	19.22
6705	8.26836E-06	18.22
6706	8.26836E-07	17.22
6707	1.03354E-04	19.31
6708	1.24025E-04	19.39
6709	1.24025E-05	18.39
6710	1.24025E-06	17.39
6711	1.65367E-05	18.52
6712	1.65367E-06	17.52
6713	6.97643E-04	19.79
6714	4.65095E-04	19.62
6715	4.65095E-05	18.62
6716	4.65095E-06	17.62
6717	4.65095E-07	16.62
6718	9.30190E-04	19.92
6719	9.30190E-05	18.92
6720	9.30190E-06	17.92
6721	9.30190E-07	16.92
6722	1.39529E-04	19.09
6723	1.86038E-04	19.22
6724	1.86038E-05	18.22
6725	1.86038E-06	17.22
6726	2.32548E-04	19.31
6727	2.79057E-04	19.39
6728	2.79057E-05	18.39
6729	2.79057E-06	17.39
6730	3.25567E-04	19.46
6731	3.72076E-04	19.52
6732	3.72076E-05	18.52
6733	3.72076E-06	17.52
6734	4.18586E-04	19.57
6735	1.68812E-03	19.79
6736	1.12542E-03	19.62
6737	1.12542E-04	18.62
6738	1.12542E-05	17.62
6739	1.12542E-06	16.62
6740	2.81354E-03	20.01
6741	2.25083E-03	19.92
6742	2.25083E-04	18.92
6743	2.25083E-05	17.92
6744	2.25083E-06	16.92
6745	3.93895E-03	20.16
6746	3.37625E-03	20.09
6747	3.37625E-04	19.09
6748	4.50166E-03	20.22
6749	4.50166E-04	19.22
6750	4.50166E-05	18.22
6751	4.50166E-06	17.22
6752	5.62708E-04	19.31
6753	6.75249E-04	19.39
6754	6.75249E-05	18.39
6755	6.75249E-06	17.39
6756	7.87791E-04	19.46
6757	9.00332E-04	19.52
6758	9.00332E-05	18.52
6759	9.00332E-06	17.52
6760	1.01287E-03	19.57
6761	4.96101E-03	19.79
6762	3.30734E-03	19.62
6763	3.30734E-04	18.62
6764	3.30734E-05	17.62
6765	3.30734E-06	16.62
6766	8.26836E-03	20.01
6767	6.61469E-03	19.92
6768	6.61469E-04	18.92
6769	6.61469E-05	17.92
6770	6.61469E-06	16.92
6771	1.15757E-02	20.16
6772	9.92203E-03	20.09
6773	9.92203E-04	19.09
6774	1.32294E-02	20.22
6775	1.32294E-03	19.22
6776	1.32294E-04	18.22
6777	1.32294E-05	17.22
6778	1.65367E-03	19.31
6779	1.98441E-03	19.39
6780	1.98441E-04	18.39
6781	1.98441E-05	17.39
6782	2.31514E-03	19.46
6783	2.64587E-03	19.52
6784	2.64587E-04	18.52
6785	2.64587E-05	17.52
6786	2.97661E-03	19.57
6787	2.06709E-05	18.62
6788	2.06709E-06	17.62
6789	2.06709E-07	16.62
6790	4.13418E-05	18.92
6791	4.13418E-06	17.92
6792	4.13418E-07	16.92
6793	6.20127E-05	19.09
6794	8.26836E-05	19.22
6795	8.26836E-06	18.22
6796	8.26836E-07	17.22
6797	1.03354E-04	19.31
6798	1.24025E-04	19.39
6799	1.24025E-05	18.39
6800	1.24025E-06	17.39
6801	1.65367E-05	18.52
6802	1.65367E-06	17.52
6803	6.97643E-04	19.79
6804	4.65095E-04	19.62
6805	4.65095E-05	18.62
6806	4.65095E-06	17.62
6807	4.65095E-07	16.62
6808	9.30190E-04	19.92
6809	9.30190E-05	18.92
6810	9.30190E-06	17.92
6811	9.30190E-07	16.92
6812	1.39529E-04	19.09
6813	1.86038E-04	19.22
6814	1.86038E-05	18.22
6815	1.86038E-06	17.22
6816	2.32548E-04	19.31
6817	2.79057E-04	19.39
6818	2.79057E-05	18.39
6819	2.79057E-06	17.39
6820	3.25567E-04	19.46
6821	3.72076E-04	19.52
6822	3.72076E-05	18.52
6823	3.72076E-06	17.52
6824	4.18586E-04	19.57
6825	1.68812E-03	19.79
6826	1.12542E-03	19.62
6827	1.12542E-04	18.62
6828	1.12542E-05	17.62
6829	1.12542E-06	16.62
6830	2.81354E-03	20.01
6831	2.25083E-03	19.92
6832	2.25083E-04	18.92
6833	2.25083E-05	17.92
6834	2.25083E-06	16.92
6835	3.93895E-03	20.16
6836	3.37625E-03	20.09
6837	3.37625E-04	19.09
6838	4.50166E-03	20.22
6839	4.50166E-04	19.22
6840	4.50166E-05	18.22
6841	4.50166E-06	17.22
6842	5.62708E-04	19.31
6843	6.75249E-04	19.39
6844	6.75249E-05	18.39
6845	6.75249E-06	17.39
6846	7.87791E-04	19.46
6847	9.00332E-04	19.52
6848	9.00332E-05	18.52
6849	9.00332E-06	17.52
6850	1.01287E-03	19.57
6851	4.96101E-03	19.79
6852	3.30734E-03	19.62
6853	3.30734E-04	18.62
6854	3.30734E-05	17.62
6855	3.30734E-06	16.62
6856	8.26836E-03	20.01
6857	6.61469E-03	19.92
6858	6.61469E-04	18.92
6859	6.61469E-05	17.92
6860	6.61469E-06	16.92
6861	1.15757E-02	20.16
6862	9.92203E-03	20.09
6863	9.92203E-04	19.09
6864	1.32294E-02	20.22
6865	1.32294E-03	19.22
6866	1.32294E-04	18.22
6867	1.32294E-05	17.22
6868	1.65367E-03	19.31
6869	1.98441E-03	19.39
6870	1.98441E-04	18.39
6871	1.98441E-05	17.39
6872	2.31514E-03	19.46
6873	2.64587E-03	19.52
6874	2.64587E-04	18.52
6875	2.64587E-05	17.52
6876	2.97661E-03	19.57
6877	2.06709E-05	18.62
6878	2.06709E-06	17.62
6879	2.06709E-07	16.62
6880	4.13418E-05	18.92
6881	4.13418E-06	17.92
6882	4.13418E-07	16.92
6883	6.20127E-05	19.09
6884	8.26836E-05	19.22
6885	8.26836E-06	18.22
6886	8.26836E-07	17.22
6887	1.03354E-04	19.31
6888	1.24025E-04	19.39
6889	1.24025E-05	18.39
6890	1.24025E-06	17.39
6891	1.65367E-05	18.52
6892	1.65367E-06	17.52
6893	6.97643E-04	19.79
6894	4.65095E-04	19.62
6895	4.65095E-05	18.62
6896	4.65095E-06	17.62
6897	4.65095E-07	16.62
6898	9.30190E-04	19.92
6899	9.30190E-05	18.92
6900	9.30190E-06	17.92
6901	9.30190E-07	16.92
6902	1.39529E-04	19.09
6903	1.86038E-04	19.22
6904	1.86038E-05	18.22
6905	1.86038E-06	17.22
6906	2.32548E-04	19.31
6907	2.79057E-04	19.39
6908	2.79057E-05	18.39
6909	2.79057E-06	17.39
6910	3.25567E-04	19.46
6911	3.72076E-04	19.52
6912	3.72076E-05	18.52
6913	3.72076E-06	17.52
6914	4.18586E-04	19.57
6915	1.68812E-03	19.79
6916	1.12542E-03	19.62
6917	1.12542E-04	18.62
6918	1.12542E-05	17.62
6919	1.12542E-06	16.62
6920	2.81354E-03	20.01
6921	2.25083E-03	19.92
6922	2.25083E-04	18.92
6923	2.25083E-05	17.92
6924	2.25083E-06	16.92
6925	3.93895E-03	20.16
6926	3.37625E-03	20.09
6927	3.37625E-04	19.09
6928	4.50166E-03	20.22
6929	4.50166E-04	19.22
6930	4.50166E-05	18.22
6931	4.50166E-06	17.22
6932	5.62708E-04	19.31
6933	6.75249E-04	19.39
6934	6.75249E-05	18.39
6935	6.75249E-06	17.39
6936	7.87791E-04	19.46
6937	9.00332E-04	19.52
6938	9.00332E-05	18.52
6939	9.00332E-06	17.52
6940	1.01287E-03	19.57
6941	4.96101E-03	19.79
6942	3.30734E-03	19.62
6943	3.30734E-04	18.62
6944	3.30734E-05	17.62
6945	3.30734E-06	16.62
6946	8.26836E-03	20.01
6947	6.61469E-03	19.92
6948	6.61469E-04	18.92
6949	6.61469E-05	17.92
6950	6.61469E-06	16.92
6951	1.15757E-02	20.16
6952	9.92203E-03	20.09
6953	9.92203E-04	19.09
6954	1.32294E-02	20.22
6955	1.32294E-03	19.22
6956	1.32294E-04	18.22
6957	1.32294E-05	17.22
6958	1.65367E-03	19.31
6959	1.98441E-03	19.39
6960	1.98441E-04	18.39
6961	1.98441E-05	17.39
6962	2.31514E-03	19.46
6963	2.64587E-03	19.52
6964	2.64587E-04	18.52
6965	2.64587E-05	17.52
6966	2.97661E-03	19.57
6967	1.63806E-05	18.62
6968	1.63806E-06	17.62
6969	1.63806E-07	16.62
6970	3.27612E-05	18.92
6971	3.27612E-06	17.92
6972	3.27612E-07	16.92
6973	4.91417E-05	19.09
6974	6.55223E-05	19.22
6975	6.55223E-06	18.22
6976	6.55223E-07	17.22
6977	8.19029E-05	19.31
6978	9.82835E-05	19.39
6979	9.82835E-06	18.39
6980	9.82835E-07	17.39
6981	1.31045E-05	18.52
6982	1.31045E-06	17.52
6983	5.52845E-04	19.79
6984	3.68563E-04	19.62
6985	3.68563E-05	18.62
6986	3.68563E-06	17.62
6987	3.68563E-07	16.62
6988	7.37126E-04	19.92
6989	7.37126E-05	18.92
6990	7.37126E-06	17.92
6991	7.37126E-07	16.92
6992	1.10569E-04	19.09
6993	1.47425E-04	19.22
6994	1.47425E-05	18.22
6995	1.47425E-06	17.22
6996	1.84282E-04	19.31
6997	2.21138E-04	19.39
6998	2.21138E-05	18.39
6999	2.21138E-06	17.39
7000	2.57994E-04	19.46
7001	2.94850E-04	19.52
7002	2.94850E-05	18.52
7003	2.94850E-06	17.52
7004	3.31707E-04	19.57
7005	1.33775E-03	19.79
7006	8.91832E-04	19.62
7007	8.91832E-05	18.62
7008	8.91832E-06	17.62
7009	8.91831E-07	16.62
7010	2.22958E-03	20.01
7011	1.78366E-03	19.92
7012	1.78366E-04	18.92
7013	1.78366E-05	17.92
7014	1.78366E-06	16.92
7015	3.12141E-03	20.16
7016	2.67549E-03	20.09
7017	2.67549E-04	19.09
7018	3.56733E-03	20.22
7019	3.56733E-04	19.22
7020	3.56733E-05	18.22
7021	3.56733E-06	17.22
7022	4.45916E-04	19.31
7023	5.35099E-04	19.39
7024	5.35099E-05	18.39
7025	5.35099E-06	17.39
7026	6.24282E-04	19.46
7027	7.13465E-04	19.52
7028	7.13465E-05	18.52
7029	7.13465E-06	17.52
7030	8.02648E-04	19.57
7031	3.93134E-03	19.79
7032	2.62089E-03	19.62
7033	2.62089E-04	18.62
7034	2.62089E-05	17.62
7035	2.62089E-06	16.62
7036	6.55223E-03	20.01
7037	5.24179E-03	19.92
7038	5.24179E-04	18.92
7039	5.24179E-05	17.92
7040	5.24179E-06	16.92
7041	9.17312E-03	20.16
7042	7.86268E-03	20.09
7043	7.86268E-04	19.09
7044	1.04836E-02	20.22
7045	1.04836E-03	19.22
7046	1.04836E-04	18.22
7047	1.04836E-05	17.22
7048	1.31045E-03	19.31
7049	1.57254E-03	19.39
7050	1.57254E-04	18.39
7051	1.57254E-05	17.39
7052	1.83462E-03	19.46
7053	2.09671E-03	19.52
7054	2.09671E-04	18.52
7055	2.09671E-05	17.52
7056	2.35880E-03	19.57
7057	3.27612E-05	18.62
7058	3.27612E-06	17.62
7059	3.27612E-07	16.62
7060	6.55223E-05	18.92
7061	6.55223E-06	17.92
7062	6.55223E-07	16.92
7063	9.82835E-05	19.09
7064	1.31045E-04	19.22
7065	1.31045E-05	18.22
7066	1.31045E-06	17.22
7067	1.63806E-04	19.31
7068	1.96567E-04	19.39
7069	1.96567E-05	18.39
7070	1.96567E-06	17.39
7071	2.62089E-05	18.52
7072	2.62089E-06	17.52
7073	1.10569E-03	19.79
7074	7.37126E-04	19.62
7075	7.37126E-05	18.62
7076	7.37126E-06	17.62
7077	7.37126E-07	16.62
7078	1.47425E-03	19.92
7079	1.47425E-04	18.92
7080	1.47425E-05	17.92
7081	1.47425E-06	16.92
7082	2.21138E-04	19.09
7083	2.94850E-04	19.22
7084	2.94850E-05	18.22
7085	2.94850E-06	17.22
7086	3.68563E-04	19.31
7087	4.42276E-04	19.39
7088	4.42276E-05	18.39
7089	4.42276E-06	17.39
7090	5.15988E-04	19.46
7091	5.89701E-04	19.52
7092	5.89701E-05	18.52
7093	5.89701E-06	17.52
7094	6.63413E-04	19.57
7095	2.67549E-03	19.79
7096	1.78366E-03	19.62
7097	1.78366E-04	18.62
7098	1.78366E-05	17.62
7099	1.78366E-06	16.62
7100	4.45916E-03	20.01
7101	3.56733E-03	19.92
7102	3.56733E-04	18.92
7103	3.56733E-05	17.92
7104	3.56733E-06	16.92
7105	6.24282E-03	20.16
7106	5.35099E-03	20.09
7107	5.35099E-04	19.09
7108	7.13465E-03	20.22
7109	7.13465E-04	19.22
7110	7.13465E-05	18.22
7111	7.13465E-06	17.22
7112	8.91832E-04	19.31
7113	1.07020E-03	19.39
7114	1.07020E-04	18.39
7115	1.07020E-05	17.39
7116	1.24856E-03	19.46
7117	1.42693E-03	19.52
7118	1.42693E-04	18.52
7119	1.42693E-05	17.52
7120	1.60530E-03	19.57
7121	7.86268E-03	19.79
7122	5.24179E-03	19.62
7123	5.24179E-04	18.62
7124	5.24179E-05	17.62
7125	5.24179E-06	16.62
7126	1.31045E-02	20.01
7127	1.04836E-02	19.92
7128	1.04836E-03	18.92
7129	1.04836E-04	17.92
7130	1.04836E-05	16.92
7131	1.83462E-02	20.16
7132	1.57254E-02	20.09
7133	1.57254E-03	19.09
7134	2.09671E-02	20.22
7135	2.09671E-03	19.22
7136	2.09671E-04	18.22
7137	2.09671E-05	17.22
7138	2.62089E-03	19.31
7139	3.14507E-03	19.39
7140	3.14507E-04	18.39
7141	3.14507E-05	17.39
7142	3.66925E-03	19.46
7143	4.19343E-03	19.52
7144	4.19343E-04	18.52
7145	4.19343E-05	17.52
7146	4.71761E-03	19.57
7147	3.27612E-05	18.62
7148	3.27612E-06	17.62
7149	3.27612E-07	16.62
7150	6.55223E-05	18.92
7151	6.55223E-06	17.92
7152	6.55223E-07	16.92
7153	9.82835E-05	19.09
7154	1.31045E-04	19.22
7155	1.31045E-05	18.22
7156	1.31045E-06	17.22
7157	1.63806E-04	19.31
7158	1.96567E-04	19.39
7159	1.96567E-05	18.39
7160	1.96567E-06	17.39
7161	2.62089E-05	18.52
7162	2.62089E-06	17.52
7163	1.10569E-03	19.79
7164	7.37126E-04	19.62
7165	7.37126E-05	18.62
7166	7.37126E-06	17.62
7167	7.37126E-07	16.62
7168	1.47425E-03	19.92
7169	1.47425E-04	18.92
7170	1.47425E-05	17.92
7171	1.47425E-06	16.92
7172	2.21138E-04	19.09
7173	2.94850E-04	19.22
7174	2.94850E-05	18.22
7175	2.94850E-06	17.22
7176	3.68563E-04	19.31
7177	4.42276E-04	19.39
7178	4.42276E-05	18.39
7179	4.42276E-06	17.39
7180	5.15988E-04	19.46
7181	5.89701E-04	19.52
7182	5.89701E-05	18.52
7183	5.89701E-06	17.52
7184	6.63413E-04	19.57
7185	2.67549E-03	19.79
7186	1.78366E-03	19.62
7187	1.78366E-04	18.62
7188	1.78366E-05	17.62
7189	1.78366E-06	16.62
7190	4.45916E-03	20.01
7191	3.56733E-03	19.92
7192	3.56733E-04	18.92
7193	3.56733E-05	17.92
7194	3.56733E-06	16.92
7195	6.24282E-03	20.16
7196	5.35099E-03	20.09
7197	5.35099E-04	19.09
7198	7.13465E-03	20.22
7199	7.13465E-04	19.22
7200	7.13465E-05	18.22
7201	7.13465E-06	17.22
7202	8.91832E-04	19.31
7203	1.07020E-03	19.39
7204	1.07020E-04	18.39
7205	1.07020E-05	17.39
7206	1.24856E-03	19.46
7207	1.42693E-03	19.52
7208	1.42693E-04	18.52
7209	1.42693E-05	17.52
7210	1.60530E-03	19.57
7211	7.86268E-03	19.79
7212	5.24179E-03	19.62
7213	5.24179E-04	18.62
7214	5.24179E-05	17.62
7215	5.24179E-06	16.62
7216	1.31045E-02	20.01
7217	1.04836E-02	19.92
7218	1.04836E-03	18.92
7219	1.04836E-04	17.92
7220	1.04836E-05	16.92
7221	1.83462E-02	20.16
7222	1.57254E-02	20.09
7223	1.57254E-03	19.09
7224	2.09671E-02	20.22
7225	2.09671E-03	19.22
7226	2.09671E-04	18.22
7227	2.09671E-05	17.22
7228	2.62089E-03	19.31
7229	3.14507E-03	19.39
7230	3.14507E-04	18.39
7231	3.14507E-05	17.39
7232	3.66925E-03	19.46
7233	4.19343E-03	19.52
7234	4.19343E-04	18.52
7235	4.19343E-05	17.52
7236	4.71761E-03	19.57
7237	3.27612E-05	18.62
7238	3.27612E-06	17.62
7239	3.27612E-07	16.62
7240	6.55223E-05	18.92
7241	6.55223E-06	17.92
7242	6.55223E-07	16.92
7243	9.82835E-05	19.09
7244	1.31045E-04	19.22
7245	1.31045E-05	18.22
7246	1.31045E-06	17.22
7247	1.63806E-04	19.31
7248	1.96567E-04	19.39
7249	1.96567E-05	18.39
7250	1.96567E-06	17.39
7251	2.62089E-05	18.52
7252	2.62089E-06	17.52
7253	1.10569E-03	19.79
7254	7.37126E-04	19.62
7255	7.37126E-05	18.62
7256	7.37126E-06	17.62
7257	7.37126E-07	16.62
7258	1.47425E-03	19.92
7259	1.47425E-04	18.92
7260	1.47425E-05	17.92
7261	1.47425E-06	16.92
7262	2.21138E-04	19.09
7263	2.94850E-04	19.22
